日期,開盤指數,最高指數,最低指數,收盤指數
2023-08-23,16440.39,16588.51,16440.39,16576.9
2023-08-24,16651.03,16822.36,16651.03,16770.87
2023-08-25,16708.53,16708.53,16481.58,16481.58
2023-09-01,16640.92,16730.13,16619.23,16644.94
2023-09-04,16649.67,16789.69,16648.51,16789.69
2023-09-05,16784.12,16791.61,16727.44,16791.61
2023-09-06,16796.37,16841.19,16732.69,16738.16
2023-09-07,16715.45,16715.45,16609.94,16619.14
2023-09-08,16609.93,16609.93,16505.64,16576.02
2023-09-11,16579.83,16600.03,16398.3,16432.95
2023-09-12,16433.82,16579.86,16422.91,16572.71
2023-09-13,16578.13,16653.3,16542.72,16581.51
2023-09-14,16581.62,16807.56,16581.62,16807.56
2023-09-15,16809.74,16920.92,16787.74,16920.92
2023-09-18,16893.97,16893.97,16698.24,16698.24
2023-09-19,16706.48,16762.52,16636.32,16636.32
2023-09-20,16626.61,16665.27,16522.38,16534.75
2023-09-21,16475.42,16475.42,16300.54,16316.67
2023-09-22,16267.32,16360.96,16202.43,16344.48
2023-10-02,16382.96,16575.31,16382.96,16557.31
2023-10-03,16520.24,16571.66,16453.8,16454.34
2023-10-04,16419.48,16419.48,16203.34,16273.38
2023-10-05,16313.89,16477.61,16313.89,16453.52
2023-10-06,16482.93,16539.13,16482.93,16520.57
2023-10-11,16567.43,16729.5,16567.43,16672.03
2023-10-12,16698.85,16825.91,16684.43,16825.91
2023-10-13,16815.91,16815.91,16726.43,16782.57
2023-10-16,16712.93,16712.93,16614.1,16652.24
2023-10-17,16678.28,16770.64,16618.3,16642.55
2023-10-18,16608.02,16612.25,16398.76,16440.91
2023-10-19,16416.54,16479.35,16382.4,16452.73
2023-10-20,16434.43,16462.56,16271.82,16440.72
2023-10-23,16391.41,16391.41,16245.84,16251.36
2023-10-24,16257.8,16318.77,16163.0,16309.76
2023-10-25,16320.71,16459.34,16320.71,16358.89
2023-11-01,16027.72,16099.03,15978.26,16038.56
2023-11-02,16094.26,16396.95,16094.26,16396.95
2023-11-03,16412.54,16520.1,16412.54,16507.65
2023-11-06,16572.56,16720.56,16572.56,16649.36
2023-11-07,16650.14,16684.95,16608.1,16684.95
2023-11-08,16691.32,16775.23,16665.4,16740.83
2023-11-09,16741.16,16759.43,16680.91,16745.65
2023-11-10,16725.94,16725.94,16651.23,16682.67
2023-11-13,16711.53,16961.02,16711.53,16839.29
2023-11-14,16884.52,16946.38,16884.52,16915.71
2023-11-15,17039.62,17143.88,17034.95,17128.78
2023-11-16,17136.52,17194.32,17089.4,17171.18
2023-11-17,17155.86,17253.47,17147.56,17208.95
2023-11-20,17197.82,17219.76,17151.82,17210.47
2023-11-21,17239.94,17421.17,17239.94,17416.7
2023-11-22,17325.6,17344.53,17264.95,17310.26
2023-11-23,17291.33,17343.61,17228.45,17294.55
2023-11-24,17304.65,17336.13,17268.38,17287.42
2023-12-01,17422.35,17450.13,17355.89,17438.35
2023-12-04,17450.64,17516.61,17398.1,17421.48
2023-12-05,17401.59,17401.59,17252.57,17328.01
2023-12-06,17340.82,17439.85,17337.47,17360.72
2023-12-07,17356.92,17387.94,17273.71,17278.74
2023-12-08,17309.36,17465.35,17309.36,17383.99
2023-12-11,17416.96,17451.82,17372.82,17418.34
2023-12-12,17429.61,17528.72,17404.88,17450.63
2023-12-13,17447.51,17507.92,17438.69,17468.93
2023-12-14,17482.38,17668.35,17482.38,17653.11
2023-12-15,17693.33,17743.54,17642.79,17673.87
2023-12-18,17637.86,17665.91,17586.88,17652.03
2023-12-19,17669.84,17669.84,17497.32,17576.55
2023-12-20,17608.35,17657.65,17597.48,17635.2
2023-12-21,17531.45,17552.9,17442.76,17543.74
2023-12-22,17586.16,17618.17,17567.55,17596.63
2023-12-25,17596.27,17663.35,17595.27,17604.84
