date,analysis
2021-08-27,0.4
2021-08-28,-0.05
2021-08-29,0.87
2021-08-30,0.07
2021-08-31,0.1
2021-09-01,-0.0
2021-09-02,0.12
2021-09-03,-0.9
2021-09-04,1.3
2021-09-05,0.55
2021-09-06,0.45
2021-09-07,-0.05
2021-09-08,-0.63
2021-09-09,-0.1
2021-09-10,-0.23
2021-09-11,0.3
2021-09-12,-4.6
2021-09-13,-0.175
2021-09-14,-0.13
2021-09-15,-0.12
2021-09-16,0.33
2021-09-17,-1.78
2021-09-18,-0.4
2021-09-19,3.9
2021-09-20,-0.2
2021-09-21,0.09
2021-09-22,-1.42
2021-09-23,0.85
2021-09-24,-1.75
2021-09-25,0.4
2021-09-26,-0.05
2021-09-27,0.125
2021-09-28,-0.5
2021-09-29,-0.33
2021-09-30,-0.6
2021-10-01,-1.075
2021-10-02,-1.2
2021-10-03,-0.14
2021-10-04,-0.45
2021-10-05,-1.01
2021-10-06,-2.22
2021-10-07,1.47
2021-10-08,-0.075
2021-10-09,0.3
2021-10-11,-0.2
2021-10-12,0.3125
2021-10-13,-0.875
2021-10-14,0.375
2021-10-15,1.23
2021-10-16,0.43
2021-10-18,-0.75
2021-10-19,2.0
2021-10-20,1.28
2021-10-21,0.06
2021-10-22,0.5
2021-10-23,-0.7
2021-10-24,1.2
2021-10-25,-0.67
2021-10-26,0.83
2021-10-27,0.85
2021-10-28,0.0
2021-10-29,-0.22
2021-10-30,-1.4
2021-10-31,0.0
2021-11-01,0.525
2021-11-02,1.1
2021-11-03,-0.2
2021-11-04,-0.28
2021-11-05,0.19
2021-11-06,0.025
2021-11-07,0.725
2021-11-08,0.6
2021-11-09,0.43
2021-11-10,-1.1
2021-11-11,-1.33
2021-11-12,0.8
2021-11-13,0.23
2021-11-15,0.8
2021-11-16,-0.33
2021-11-17,0.55
2021-11-18,-0.05
2021-11-19,-2.0
2021-11-20,1.05
2021-11-21,0.2
2021-11-22,-0.3375
2021-11-23,-0.9
2021-11-24,0.52
2021-11-25,-0.5
2021-11-26,0.025
2021-11-27,-0.025
2021-11-28,0.157
2021-11-29,0.87
2021-11-30,0.26
2021-12-01,0.52
2021-12-02,0.37
2021-12-03,0.13
2021-12-04,-0.45
2021-12-05,0.15
2021-12-06,-0.47
2021-12-07,0.755
2021-12-08,0.5125
2021-12-09,-0.46
2021-12-10,-2.0
2021-12-13,-0.07
2021-12-14,0.086
2021-12-15,0.325
2021-12-16,0.185
2021-12-17,-0.19
2021-12-18,1.4
2021-12-19,0.2
2021-12-20,-0.1833
2021-12-21,-0.3
2021-12-22,-0.35
2021-12-23,0.825
2021-12-24,0.23
2021-12-25,0.77
2021-12-26,-0.025
2021-12-27,0.84
2021-12-28,0.24
2021-12-29,1.02
2021-12-30,-0.115
2021-12-31,-0.74
2022-01-01,-0.03
2022-01-02,-0.35
2022-01-03,0.14
2022-01-04,-0.33
2022-01-05,1.5
2022-01-06,-0.27
2022-01-07,1.25
2022-01-08,-0.13
2022-01-09,-0.8125
2022-01-10,0.4
2022-01-11,0.325
2022-01-12,-0.375
2022-01-13,1.17
2022-01-14,0.0777
2022-01-15,0.37
2022-01-16,0.97
2022-01-17,0.1
2022-01-18,0.0
2022-01-19,-1.275
2022-01-20,-0.136
2022-01-21,0.24
2022-01-22,-0.81
2022-01-23,-0.9
2022-01-24,0.14
2022-01-25,-0.22
2022-01-26,-0.99
2022-01-27,0.03
2022-01-28,-0.175
2022-01-30,0.2
2022-01-31,1.18
2022-02-01,-2.5
2022-02-02,3.5
2022-02-03,0.9
2022-02-04,0.6
2022-02-05,-1.4
2022-02-06,0.5625
2022-02-07,-0.183
2022-02-08,0.85
2022-02-09,0.7625
2022-02-10,0.2
2022-02-11,-0.48
2022-02-12,-0.8
2022-02-13,0.16
2022-02-14,-2.36
2022-02-15,-0.25
2022-02-16,0.925
2022-02-17,0.08
2022-02-18,0.85
2022-02-19,-1.2
2022-02-20,-1.1
2022-02-21,-0.23
2022-02-22,-0.3
2022-02-23,0.05
2022-02-24,-0.67
2022-02-25,0.26
2022-02-26,-0.033
2022-02-27,-0.72
2022-02-28,0.23
2022-03-01,1.16
2022-03-02,-0.2
2022-03-03,0.15
2022-03-04,-0.13
2022-03-05,0.83
2022-03-06,-0.77
2022-03-07,-0.91
2022-03-08,-0.369
2022-03-09,0.37
2022-03-10,0.78
2022-03-11,0.6
2022-03-12,0.4375
2022-03-13,-0.1875
2022-03-14,0.4
2022-03-15,-1.6625
2022-03-16,0.72
2022-03-17,1.24
2022-03-18,-0.02
2022-03-19,0.23
2022-03-20,-0.66
2022-03-21,0.87
2022-03-22,0.3
2022-03-23,0.0
2022-03-24,0.625
2022-03-25,-0.07
2022-03-26,0.3
2022-03-27,1.25
2022-03-28,1.62
2022-03-29,1.5
2022-03-30,-1.0
2022-03-31,-0.275
2022-04-01,-2.1
2022-04-02,1.23
2022-04-03,0.0
2022-04-04,0.4
2022-04-05,0.2
2022-04-06,-1.25
2022-04-07,-0.58
2022-04-08,0.1
2022-04-09,-0.77
2022-04-10,0.2
2022-04-11,-2.25
2022-04-12,-0.15
2022-04-13,0.2
2022-04-14,0.9
2022-04-15,-0.45
2022-04-16,-1.19
2022-04-17,-0.1
2022-04-18,0.2
2022-04-19,-0.82
2022-04-20,0.42
2022-04-21,0.5625
2022-04-22,-0.82
2022-04-23,-0.675
2022-04-24,-2.33
2022-04-25,-0.296
2022-04-26,-0.92
2022-04-27,-0.065
2022-04-28,-0.275
2022-04-29,-0.18
2022-04-30,-0.6
2022-05-01,-0.58
2022-05-02,0.09
2022-05-03,-0.375
2022-05-04,-1.2
2022-05-05,0.34
2022-05-06,-3.35
2022-05-07,-1.3
2022-05-08,-1.7
2022-05-09,-0.41
2022-05-10,-0.5625
2022-05-11,-1.65
2022-05-12,-1.1375
2022-05-13,-0.05
2022-05-14,-2.08
2022-05-15,0.225
2022-05-16,-0.12
2022-05-17,-0.41
2022-05-18,0.11
2022-05-19,-0.91
2022-05-20,0.27
2022-05-21,-0.07
2022-05-23,0.18
2022-05-24,-0.0083
2022-05-25,-1.2
2022-05-26,-0.22
2022-05-27,-0.5
2022-05-28,0.25
2022-05-29,1.74
2022-05-30,1.1
2022-05-31,0.325
2022-06-01,-0.175
2022-06-02,-0.075
2022-06-03,-3.0
2022-06-04,0.47
2022-06-06,0.175
2022-06-07,-0.2
2022-06-08,0.43
2022-06-09,0.06666666666
2022-06-10,-0.71
2022-06-11,-1.5
2022-06-12,0.25
2022-06-13,-1.075
2022-06-14,-0.29
2022-06-15,0.225
2022-06-16,-0.83
2022-06-17,-1.06
2022-06-18,-0.5
2022-06-19,0.1
2022-06-20,-1.86
2022-06-21,0.315
2022-06-22,-1.59
2022-06-23,-0.269
2022-06-24,0.65
2022-06-25,-0.9
2022-06-26,0.4
2022-06-27,0.0
2022-06-28,0.56
2022-06-29,-1.5
2022-06-30,-0.19
2022-07-01,-1.5
2022-07-02,-0.37
2022-07-03,-0.75
2022-07-04,-0.85
2022-07-05,0.127
2022-07-06,-0.3
2022-07-07,-0.39
2022-07-08,0.21
2022-07-09,-1.6
2022-07-10,-0.6
2022-07-11,-0.21
2022-07-12,-1.3
2022-07-13,-0.9
2022-07-14,0.83
2022-07-15,0.59
2022-07-17,-0.6
2022-07-18,1.88
2022-07-19,0.483
2022-07-20,1.5
2022-07-21,-0.3
2022-07-22,0.15
2022-07-23,0.8
2022-07-25,-0.4
2022-07-26,-1.5
2022-07-27,-0.5
2022-07-28,0.0
2022-07-29,0.6
2022-07-31,0.3
2022-08-01,-0.2
2022-08-02,-0.71
2022-08-03,-0.55
2022-08-04,-0.13
2022-08-05,-0.27
2022-08-06,0.95
2022-08-07,0.76
2022-08-08,0.3125
2022-08-09,0.0
2022-08-10,0.2
2022-08-11,1.0875
2022-08-12,0.2
2022-08-13,1.25
2022-08-14,1.425
2022-08-15,0.5
2022-08-16,0.1
2022-08-17,-0.35
2022-08-18,0.2
2022-08-19,0.175
2022-08-20,0.55
2022-08-21,-0.1
2022-08-22,-0.53
2022-08-23,-0.83
2022-08-24,-1.0
2022-08-25,0.37
2022-08-26,0.12
2022-08-27,-0.5
2022-08-28,-0.05
2022-08-29,-0.2625
2022-08-30,1.169
2022-08-31,0.0389
2022-09-01,-0.13
2022-09-02,-1.22
2022-09-03,0.47
2022-09-04,-2.35
2022-09-05,-0.45
2022-09-06,0.05
2022-09-07,-1.43
2022-09-08,-0.13
2022-09-09,0.25
2022-09-10,0.05
2022-09-11,0.775
2022-09-12,1.175
2022-09-13,0.67
2022-09-14,0.0
2022-09-15,0.383
2022-09-16,-0.65
2022-09-17,-0.15
2022-09-18,-0.5
2022-09-19,-0.9
2022-09-20,-0.1125
2022-09-21,-0.125
2022-09-22,-0.178125
2022-09-23,-1.67
2022-09-24,-0.2
2022-09-25,-0.314
2022-09-26,-0.92
2022-09-27,-0.1125
2022-09-28,-0.75
2022-09-29,-1.09
2022-09-30,-0.51
2022-10-01,-0.06
2022-10-02,0.56
2022-10-03,-0.1
2022-10-04,0.02
2022-10-05,0.42
2022-10-06,0.43
2022-10-07,-0.1875
2022-10-09,0.2
2022-10-10,-0.05
2022-10-11,-0.5892
2022-10-12,-1.71
2022-10-13,-0.27
2022-10-14,0.5
2022-10-15,-1.2
2022-10-16,1.1
2022-10-17,-4.22
2022-10-18,0.2875
2022-10-19,-0.04
2022-10-20,-0.08
2022-10-21,-0.22
2022-10-22,-0.53
2022-10-23,0.5
2022-10-24,0.04
2022-10-25,-1.69
2022-10-26,-0.2
2022-10-27,-0.2375
2022-10-28,-0.7375
2022-10-29,1.2
2022-10-30,1.2
2022-10-31,-0.18
2022-11-01,0.033
2022-11-02,0.957
2022-11-03,-0.05
2022-11-04,-0.07
2022-11-06,-0.2
2022-11-07,0.6
2022-11-08,-0.8
2022-11-09,1.2
2022-11-10,0.96
2022-11-11,1.47
2022-11-13,0.84
2022-11-14,0.84
2022-11-15,1.76
2022-11-16,0.11
2022-11-17,0.42
2022-11-18,1.37
2022-11-19,2.1
2022-11-20,1.1
2022-11-21,-0.53
2022-11-22,-0.1
2022-11-23,1.3
2022-11-24,2.0
2022-11-25,-0.1
2022-11-26,-0.25
2022-11-27,0.63
2022-11-28,-0.16
2022-11-29,1.27
2022-11-30,0.93
2022-12-01,0.4
2022-12-02,-0.25
2022-12-03,1.5
2022-12-05,0.23
2022-12-06,-0.43
2022-12-07,0.025
2022-12-08,0.38
2022-12-09,2.4
2022-12-11,0.3
2022-12-12,0.025
2022-12-13,0.1
2022-12-14,0.11666666666
2022-12-15,-1.0
2022-12-16,-0.3
2022-12-18,0.6
2022-12-19,-0.05
2022-12-20,-1.83
2022-12-21,1.45
2022-12-22,-0.33
2022-12-23,-0.84
2022-12-24,-0.2
2022-12-25,0.24
2022-12-26,-0.6
2022-12-27,-0.275
2022-12-28,-1.67
2022-12-29,0.12
2022-12-30,-0.689
2022-12-31,0.6
2023-01-01,0.83
2023-01-02,0.8
2023-01-03,-0.56
2023-01-04,0.25
2023-01-05,0.0
2023-01-06,0.39
2023-01-07,0.65
2023-01-08,0.9
2023-01-09,3.5
2023-01-10,0.0
2023-01-11,0.175
2023-01-12,0.425
2023-01-13,1.33
2023-01-14,1.1
2023-01-16,0.67
2023-01-17,-0.175
2023-01-18,0.27
2023-01-19,-1.0
2023-01-20,0.8
2023-01-24,1.45
2023-01-26,2.725
2023-01-27,1.5
2023-01-28,2.02
2023-01-29,2.02
2023-01-30,0.725
2023-01-31,0.33
2023-02-01,1.0375
2023-02-02,0.9
2023-02-03,0.075
2023-02-04,2.4
2023-02-05,0.2
2023-02-06,-1.25
2023-02-07,0.37
2023-02-08,1.52
2023-02-09,0.6
2023-02-10,0.38
2023-02-12,1.0
2023-02-13,-0.15
2023-02-14,0.15
2023-02-15,-0.4
2023-02-16,0.7625
2023-02-17,0.15
2023-02-19,-1.2
2023-02-20,0.5
2023-02-21,0.1
2023-02-22,-0.1
2023-02-23,1.3375
2023-02-24,0.075
2023-02-25,-0.2
2023-02-26,0.3
2023-02-28,-0.1
2023-03-01,-0.02
2023-03-02,1.6
2023-03-03,0.63
2023-03-06,1.34
2023-03-07,1.65
2023-03-08,0.7
2023-03-09,-0.2
2023-03-10,-1.0
2023-03-11,0.3
2023-03-12,-0.625
2023-03-13,-0.59
2023-03-14,-0.5
2023-03-15,-0.3625
2023-03-16,-0.1625
2023-03-17,0.825
2023-03-19,0.6
2023-03-20,0.7
2023-03-21,0.9
2023-03-22,1.75
2023-03-23,1.725
2023-03-24,0.57
2023-03-26,0.9
2023-03-27,0.23
2023-03-28,0.575
2023-03-29,0.51
2023-03-30,0.275
2023-03-31,0.65
2023-04-02,1.225
2023-04-05,1.2
2023-04-06,-0.02
2023-04-07,0.43
2023-04-08,-1.2
2023-04-10,0.33
2023-04-11,0.53
2023-04-12,0.1
2023-04-13,0.15
2023-04-14,0.8
2023-04-15,1.2
2023-04-16,0.5
2023-04-17,0.7
2023-04-18,0.74
2023-04-19,0.4
2023-04-20,0.18125
2023-04-21,-0.3125
2023-04-22,1.2
2023-04-23,0.08
2023-04-24,-0.75
2023-04-25,-1.85
2023-04-26,-1.4
2023-04-27,-0.2
2023-04-28,0.9
2023-05-02,0.1
2023-05-03,0.0
2023-05-04,0.1
2023-05-05,0.47
2023-05-07,-0.2
2023-05-08,-0.35
2023-05-09,-0.3
2023-05-10,-0.15
2023-05-11,-2.5
2023-05-12,-0.175
2023-05-13,0.5
2023-05-14,-0.6
2023-05-15,0.15
2023-05-16,1.0
2023-05-17,2.97
2023-05-18,0.3
2023-05-19,1.63
2023-05-21,3.4
2023-05-22,0.125
2023-05-23,1.18
2023-05-24,0.15
2023-05-25,2.48
2023-05-26,1.33
2023-05-27,1.5
2023-05-28,1.8
2023-05-29,1.0125
2023-05-30,0.2
2023-05-31,0.15
2023-06-01,1.35
2023-06-02,1.8
2023-06-04,0.97
2023-06-05,1.05
2023-06-06,0.95
2023-06-07,3.13
2023-06-08,-0.2
2023-06-09,1.15
2023-06-10,1.2
2023-06-11,0.23
2023-06-12,1.3
2023-06-13,1.09
2023-06-14,1.3625
2023-06-15,1.8125
2023-06-16,0.85
2023-06-18,-0.25
2023-06-19,-0.15
2023-06-20,-0.2
2023-06-21,-0.85
2023-06-22,-0.3
2023-06-23,0.6
2023-06-25,-2.6
2023-06-26,0.26
2023-06-27,-0.57
2023-06-28,0.0
2023-06-29,0.32
2023-06-30,1.0
2023-07-01,3.0
2023-07-02,1.8
2023-07-03,1.93
2023-07-04,1.2
2023-07-05,0.0
2023-07-06,-1.0625
2023-07-07,0.25
2023-07-10,0.25
2023-07-11,0.9
2023-07-12,1.63
2023-07-13,2.05
2023-07-14,1.0
2023-07-17,-1.9
2023-07-18,-0.97
2023-07-19,-0.38
2023-07-20,-0.2
2023-07-21,0.84
2023-07-23,1.2
2023-07-24,0.6
2023-07-25,0.2
2023-07-26,1.07
2023-07-27,1.025
2023-07-28,1.5
2023-07-30,0.6
2023-07-31,-0.257
2023-08-01,0.0
2023-08-02,-1.21
2023-08-03,-0.2
2023-08-04,0.0375
2023-08-05,0.6
2023-08-06,-1.4
2023-08-07,0.95
2023-08-08,-0.5
2023-08-09,-0.14
2023-08-10,-4.09
2023-08-11,-0.525
2023-08-12,-0.3
2023-08-13,-1.67
2023-08-14,-1.83
2023-08-15,-0.43
2023-08-16,0.4
2023-08-17,0.4
2023-08-18,-0.1875
2023-08-19,-0.6
2023-08-20,-0.15
2023-08-21,0.66
2023-08-22,0.23
2023-08-23,0.58
2023-08-24,2.25
2023-08-25,-0.15
2023-08-26,-0.9
2023-08-27,-1.9
2023-08-28,-0.25
2023-08-29,0.78
2023-08-30,-0.15
2023-08-31,-0.2
2023-09-01,0.6
2023-09-03,-0.9
2023-09-04,0.925
2023-09-05,0.125
2023-09-06,0.0
2023-09-07,0.18
2023-09-08,0.14
2023-09-09,1.2
2023-09-11,-0.2
2023-09-12,0.15
2023-09-13,-0.13
2023-09-14,1.4
2023-09-15,0.17
2023-09-17,0.5
2023-09-18,-0.85
2023-09-19,-0.1
2023-09-20,-1.0
2023-09-21,-0.96
2023-09-22,0.0125
2023-09-23,0.075
2023-09-25,0.25
2023-09-26,-1.3625
2023-09-27,0.158
2023-09-28,-0.025
2023-09-29,2.0
2023-09-30,0.2
2023-10-02,0.15
2023-10-03,-1.25
2023-10-04,-0.15
2023-10-05,0.16
2023-10-06,0.25
2023-10-07,0.5
2023-10-09,-0.6
2023-10-11,0.27
2023-10-12,0.675
2023-10-13,0.2
2023-10-15,0.4
2023-10-16,-0.2
2023-10-17,0.13
2023-10-18,-0.475
2023-10-19,0.2
2023-10-20,-0.5
2023-10-21,-0.1
2023-10-23,-1.62
2023-10-24,0.46
2023-10-25,0.0
2023-10-26,0.02
2023-10-27,0.37
2023-10-28,-0.625
2023-10-30,0.075
2023-10-31,-1.9
2023-11-01,2.025
2023-11-02,0.57
2023-11-03,0.125
2023-11-04,-1.0
2023-11-06,0.19
2023-11-07,0.45
2023-11-08,0.9
2023-11-09,0.0
2023-11-10,0.67
2023-11-13,0.37
2023-11-14,1.27
2023-11-15,1.36
2023-11-16,-0.23
2023-11-17,0.925
2023-11-19,1.03
2023-11-20,0.8
2023-11-21,0.4
2023-11-22,0.03
2023-11-23,0.875
2023-11-24,0.1
2023-11-25,1.8
2023-11-26,0.0
2023-11-27,-0.2
2023-11-28,0.1
2023-11-29,0.49
2023-11-30,2.125
2023-12-01,0.35
2023-12-02,3.0
2023-12-03,1.2
2023-12-04,-0.06
2023-12-05,0.45
2023-12-06,0.14
2023-12-07,0.53
2023-12-08,0.8
2023-12-10,0.9
2023-12-11,1.67
2023-12-12,0.94
2023-12-13,-0.5
2023-12-14,2.1
2023-12-15,0.35
2023-12-17,-0.8
2023-12-18,0.22
2023-12-19,-0.15
2023-12-20,0.47
2023-12-21,0.06666666666
2023-12-22,0.775
2023-12-23,1.03
2023-12-24,-0.65
2023-12-25,0.025
2023-12-26,0.675
2023-12-27,1.0
2023-12-28,1.47
2023-12-29,0.8
2023-12-30,1.6
2023-12-31,3.15
